origin,forecast_date,horizon,actual,sarimax_pred,tbats_prophet_pred,var_pred,bilstm_pred,w_sarimax,w_tbats_prophet,w_var,w_bilstm,ensemble_pred,residual,rf_residual_pred,final_hybrid_pred,rf_model_used
2024-06-01,2025-05-01,11,543630.0,547371.3667312004,889410.8365843141,602518.6512930011,475304.06949148304,0.3055135145203816,0.1110360171320314,0.3200232974737134,0.2634271708738735,584013.9987934452,-40383.99879344518,-71881.45836270023,512132.54043074494,rolling_rf
2024-06-01,2025-06-01,12,522945.0,535243.0356711489,891358.2139239629,598655.2488424766,469970.24048233626,0.3016315912180726,0.108288605930768,0.3186767717874613,0.2714030310636981,576299.0168000264,-53354.01680002641,-73560.23544990477,502738.78135012166,rolling_rf
2024-07-01,2024-08-01,1,567725.0,565033.6360274488,850311.3274633124,566028.9262425824,614958.6160566083,0.4459537963760043,0.0836053326902124,0.3902755989399271,0.080165271993856,593275.0594171957,-25550.059417195735,-33371.19185472505,559903.8675624707,rolling_rf
2024-07-01,2024-09-01,2,565870.0,558232.3593918455,852912.5632204815,580765.7425325854,611794.6239399681,0.4307472128355033,0.0879239473622729,0.3898659363916801,0.0914629034105435,597825.7648690304,-31955.76486903045,-40133.10051815407,557692.6643508764,rolling_rf
2024-07-01,2024-10-01,3,557710.0,560115.61798964,845837.7081757041,586003.6965343615,609426.8033418688,0.4076586556054834,0.0909708415742171,0.400212330668298,0.1011581721520013,601456.9546179975,-43746.954617997515,-45572.248387821775,555884.7062301757,rolling_rf
2024-07-01,2024-11-01,4,525185.0,534388.0345619982,843406.5983692842,549282.0330791748,606000.47706768,0.3836326150504708,0.1060546840558646,0.3815308515618506,0.128781849331814,582065.8034324462,-56880.803432446206,-40755.7263496636,541310.0770827826,rolling_rf
2024-07-01,2024-12-01,5,440185.0,492126.1250651089,832394.5522271721,539947.3799782989,603873.2461718196,0.365195149544974,0.1066815934579285,0.3825318914153107,0.1455913655817865,562989.0741317364,-122804.07413173642,-98766.15650784696,464222.91762388946,rolling_rf
2024-07-01,2025-01-01,6,473755.0,508073.739254678,834859.8245672978,554896.8895289772,605794.0471595743,0.3508436237555238,0.1074990294959012,0.3705800403697118,0.1710773063788631,577272.3782523191,-103517.37825231906,-69930.02970313709,507342.34854918194,rolling_rf
2024-07-01,2025-02-01,7,473590.0,501793.7839957508,848357.4781338066,555792.9364903825,605591.3638186713,0.3415456006318692,0.1109318526011488,0.3493800511625561,0.1981424956044258,579671.6747959055,-106081.67479590548,-85414.63332680202,494257.0414691034,rolling_rf
2024-07-01,2025-03-01,8,513445.0,516872.01241878304,860354.8550558484,580052.7725402996,605580.895322454,0.331414342154765,0.1120786810400665,0.3336453609526378,0.2228616158525307,596218.8888818286,-82773.88888182864,-88798.47982267424,507420.4090591544,rolling_rf
2024-07-01,2025-04-01,9,559835.0,534170.1262958369,880209.8646911298,596418.6336261572,605188.859689238,0.3197337721342831,0.1087709918691882,0.3304512557731676,0.2410439802233611,609497.947452124,-49662.947452123975,-64985.52495336896,544512.422498755,rolling_rf
2024-07-01,2025-05-01,10,543630.0,524224.88117255433,879411.5374132708,581503.4834307514,603207.7588145809,0.3160874886204699,0.109722557306408,0.3272814453912952,0.2469085086818267,601444.6376834456,-57814.63768344559,-64512.31776326343,536932.3199201821,rolling_rf
